SBAN;SEDE;MUNICIPIO;REGIONAL;DPTO;Direccion;HORARIO;ATENCION;;;;;;;;
2470;TAMALAMEQUE;Tamalameque;COSTA;Cesar;Carrera 5 No. 4 - 57 Esquina;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1522;COVARACHIA;Covarachía;ORIENTE;Boyacá;Cra. 1 No. 3 - 20 ALCALDIA MUNICIPAL;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1552;OTANCHE;Otanche;ORIENTE;Boyacá;Calle 4A N° 3-19;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1554;PAJARITO;Pajarito;ORIENTE;Boyacá;Cra.3 No.3-00 - Carrera 2 No. 4-71;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1570;SAN LUIS DE GACENO;San Luis De Gaceno;ORIENTE;Boyacá;CALLE 4 No. 4 - 45;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5130;PAMPLONA;Pamplona;SANTANDERES;Norte de Santander;CALLE 6 No.6-58;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1307;MEDELLIN AMERICA;Medellín;ANTIOQUIA;Antioquia;Calle 44 No. 84-11;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1371;LA ESTRELLA;La Estrella;ANTIOQUIA;Antioquia;Calle 80 Sur No. 60 - 26 Parque Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1410;CARACOLI;Caracolí;ANTIOQUIA;Antioquia;Calle 21 No.20B-23 Calle la Bácula;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1560;PUERTO BOYACA;Puerto Boyacá;ANTIOQUIA;Boyacá;Calle 11 No. 3 A 24;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2770;SAHAGUN;Sahagún;ANTIOQUIA;Córdoba;Calle 14 No.11-29;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
700;LA CALERA;La Calera;BOGOTA;Cundinamarca;Calle 7 No 3-40/46;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
890;BOGOTA - USME;Bogotá, D.C.;BOGOTA;Bogotá D.C;CALLE 137 B SUR No. 2 A -64;LUNES A VIERNES;7.00 A.M. A 2:00 PM;;;;;;;;
3120;CHAGUANI;Chaguaní;BOGOTA;Cundinamarca;Carrera 4 No. 3-01 Esquina;LUNES A VIERNES;7.00 A.M. A 2:00 PM;;;;;;;;
5425;LA TEBAIDA;La Tebaida;CAFETERA;Quindio;CALLE 12 No 5 - 71;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5440;CORDOBA;Córdoba;CAFETERA;Quindio;CRA 10 CON CALLE 12 ESQUINA EDIFICIO DEL CAFÉ - PLAZA PRPAL;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2460;PELAYA;Pelaya;COSTA;Cesar;CRA. 8 Nº. 9-67;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4223;EL DIFICIL;Ariguaní;COSTA;Magdalena;Calle 4 No. 5-120;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6366;SAN ONOFRE;San Onofre;COSTA;Sucre;Cra. 19 No.20-65 Plaza Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2107;TOTORO;Totoró;OCCIDENTE;Cauca;Calle 3 N° 4 - 86;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1548;MACANAL;Macanal;ORIENTE;Boyacá;Carrera 6 No. 2 -73/75;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1555;PAUNA;Pauna;ORIENTE;Boyacá;CALLE 5 No. 5 - 05/ 45 Barrio Central;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1569;SAN JOSE DE PARE;San José De Pare;ORIENTE;Boyacá;Carrera 4 # 1-75/79-Centro;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
5112;ARBOLEDAS;Arboledas;SANTANDERES;Norte de Santander;Calle 4 N° 5-50;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
5119;CACOTA;Cácota;SANTANDERES;Norte de Santander;CALLE 4 N° 2-76;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
3925;PALERMO;Palermo;SUR;Huila;Carrera 9 No. 9-46;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
1368;CISNEROS;Cisneros;ANTIOQUIA;Antioquia;Calle 20 No.20-05;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1385;SAN CRISTOBAL;Medellín;ANTIOQUIA;Antioquia;Calle 63 No. 129 A - 80 Centro Comercial San Cristobal Plaza.;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1435;MACEO;Maceo;ANTIOQUIA;Antioquia;Carrera 30 No. 29-63;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2775;SAN ANDRES DE SOTAVENTO;San Andrés De Sotavento;ANTIOQUIA;Córdoba;CALLE 9 No.5-59 Calle 8 B No. 7 B -59 Centro;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
850;BOGOTA - PUENTE ARANDA;Bogotá, D.C.;BOGOTA;Bogotá D.C;Calle 13 No. 60 - 60;LUNES A VIERNES;9:00 A.M. A 4:00 P.M.;;;;;;;;
3136;GUASCA;Guasca;BOGOTA;Cundinamarca;Carrera 4 No.3-35/45;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
3150;VENECIA;Venecia;BOGOTA;Cundinamarca;Carrera 4 N° 5-04;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
8303;SAN JOSE DEL GUAVIARE;San José Del Guaviare;BOGOTA;Guaviare;Carrera 24 No. 7 - 50;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5462;PIJAO;Pijao;CAFETERA;Quindio;Carrera 5 No. 11 - 48 Local 01;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2437;LA GLORIA;La Gloria;COSTA;Cesar;Calle 2 No. 4 - 27 Barrio Calle Central;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4215;SABANAS DE SAN ANGEL;Sabanas De San Angel;COSTA;Magdalena;Carrera 3 No. 3 - 03 Plaza Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6380;TOLU;Santiago De Tolú;COSTA;Sucre;Calle 16 No.3-53;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2105;CAJIBIO;Cajibío;OCCIDENTE;Cauca;Parque Principal;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
1515;CHIVOR;Chivor;ORIENTE;Boyacá;Carrera 4 No. 4 -02/06;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1520;CHITARAQUE;Chitaraque;ORIENTE;Boyacá;Calle 2 No. 3 - 39;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1542;LABRANZAGRANDE;Labranzagrande;ORIENTE;Boyacá;Calle 8 No. 7-38-42-44-48;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5108;BOCHALEMA;Bochalema;SANTANDERES;Norte de Santander;CALLE 10 No.5-50 Edificio Agrobancario;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5117;CUCUTILLA;Cucutilla;SANTANDERES;Norte de Santander;Carrera 3 No. 4-43/44 Barrio Sogamoso;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6033;CAPITANEJO;Capitanejo;SANTANDERES;Santander;CRA. 4 N° 5-39/43;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3950;SANTA MARIA;Santa María;SUR;Huila;Carrera 4a No. 10 - 40/44/46;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
1375;CALDAS;Caldas;ANTIOQUIA;Antioquia;Calle 130 Sur No. 50-44/50;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1377;GIRARDOTA;Girardota;ANTIOQUIA;Antioquia;Calle 6 No.. 14-26;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1430;PUERTO NARE;Puerto Nare;ANTIOQUIA;Antioquia;Calle 50 No.2-13;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1456;VEGACHI;Vegachí;ANTIOQUIA;Antioquia;Carrera 49 No.50 A - 14/34;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2721;CHIMA;Chimá;ANTIOQUIA;Córdoba;Carrera 4 N° 11 - 18;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
820;BOGOTA - AVENIDA CHILE;Bogotá, D.C.;BOGOTA;Bogotá D.C;Call 72 No. 10 - 51;LUNES A VIERNES;9:00 A.M. A 4:00 P.M.;;;;;;;;
3140;JUNIN;Junín;BOGOTA;Cundinamarca;Carrera 4 No 2-13;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
3162;PANDI;Pandi;BOGOTA;Cundinamarca;Carrera.4 No.3-42;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
3176;UTICA;Útica;BOGOTA;Cundinamarca;Carrera.4 No.2-54 Plaza Principal Esquina;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4522;PUERTO LLERAS;Puerto Lleras;BOGOTA;Meta;Carrera 5 No. 6 A -42 Parque Principal.;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4523;PUERTO RICO;Puerto Rico;BOGOTA;Meta;Calle 13 No. 3-20-24;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5430;BARCELONA (Corregimiento del municipio de Calarcá - Quindio );Calarca;CAFETERA;Quindio;CRA 11 CALLE 11 Esquina;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4205;CHIVOLO;Chivolo;COSTA;Magdalena;TRANSV. 5ª No.3-86 Carrera 13 No.5-54;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6360;SAMPUES;Sampués;COSTA;Sucre;CRA. 20 No. 23-76 Calle Real;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5412;CAICEDONIA;Caicedonia;OCCIDENTE;Valle del Cauca;Carrera 15 N° 8 - 20/26;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6916;SILVIA;Silvia;OCCIDENTE;Cauca;Carrera 3 No.10-32;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1545;MUZO;Muzo;ORIENTE;Boyacá;Calle 3 No. 6-33;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1584;TENZA;Tenza;ORIENTE;Boyacá;CALLE 5 No. 9 - 27/29;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6052;GAMBITA;Gambita;ORIENTE;Santander;Carrera 11 Parque Principal Calle 4 No. 9-06;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2401;AGUACHICA;Aguachica;SANTANDERES;Cesar;Calle 5 No. 22-33;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6035;CARCASI;Carcasí;SANTANDERES;Santander;Carrera 2 N° 3-47;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3957;TERUEL;Teruel;SUR;Huila;CRA 3 No 5 - 76;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
1360;HELICONIA;Heliconia;ANTIOQUIA;Antioquia;Carrera 20 No. 20-18;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
5455;BUENAVISTA;Buenavista;CAFETERA;Quindio;CALLE 2 No 3 - 30;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
5114;DURANIA;Durania;SANTANDERES;Norte de Santander;EDIF. FUENTES BARRIO CENTRO;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2750;MOMIL;Momil;ANTIOQUIA;Córdoba;Carrera 10 No. 9 -07;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3135;GACHETA;Gachetá;BOGOTA;Cundinamarca;Carrera 4 No. 4-27;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
4501;VILLAVICENCIO;Villavicencio;BOGOTA;Meta;Carrera. 32 No. 39 - 43;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4540;SAN CARLOS DE GUAROA;San Carlos De Guaroa;BOGOTA;Meta;Carrera 12 No.4-53 Parque Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4244;PLATO;Plato;COSTA;Magdalena;Carrera 15 No. 6-61 Los guayacane;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6303;SINCELEJO;Sincelejo;COSTA;Sucre;Calle 23 Carrera 16 Esquina - Torre GENTIUM LOCAL 101, 102 y 103;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6955;TULUA;Tuluá;OCCIDENTE;Valle del Cauca;Carrera 26 No. 27 - 59 / 27 - 63;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1538;GUAYATA;Guayatá;ORIENTE;Boyacá;Calle 4 No. 4 - 02;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5111;ABREGO;Abrego;SANTANDERES;Norte de Santander;Calle 14 N° 5-60;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6026;CIMITARRA;Cimitarra;SANTANDERES;Santander;Carrera 4 No 6-24;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6610;HONDA;Honda;SUR;Tolima;CARRERA 11 N° 14 -91/101;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1309;ANGELOPOLIS;Angelópolis;ANTIOQUIA;Antioquia;Calle 11 No. 11 - 43/45;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1386;SAN JERONIMO;San Jerónimo;ANTIOQUIA;Antioquia;Calle 24 No. 12 A 31;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1388;SAN VICENTE;San Vicente;ANTIOQUIA;Antioquia;Cra.29 No.29-26/81 primer piso Palacio Municipal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1450;PEQUE;Peque;ANTIOQUIA;Antioquia;Calle 10 Santander No. 10-36;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2773;PURISIMA;Purísima;ANTIOQUIA;Córdoba;Carrera 6 # 4 - 34;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3113;ARBELAEZ;Arbeláez;BOGOTA;Cundinamarca;Calle 8 No.7-08/10;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
8630;OROCUE;Orocué;BOGOTA;Casanare;CALLE 4 No. 9 - 19 B LA CANDELARIA;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5420;QUIMBAYA;Quimbaya;CAFETERA;Quindio;CALLE 15 No. 4 - 30;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6924;BOLIVAR;Bolívar;CAFETERA;Valle del Cauca;Calle 5 No.3 -61;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1230;EL CARMEN DE BOLIVAR;El Carmen de Bolivar;COSTA;Bolívar;Calle 22 No 52-34;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4830;EL TAMBO;El Tambo;OCCIDENTE;Nariño;Carrera 10 con Calle 5 - Barrio Colón;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
4866;BUESACO;Buesaco;OCCIDENTE;Nariño;Carrera 3 No. 8 – 56 Centro - Parque Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6922;PIENDAMO;Piendamó;OCCIDENTE;Cauca;Cra. 3 Calle 8-00;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1579;SOMONDOCO;Somondoco;ORIENTE;Boyacá;CALLE 4 No. 3 - 15;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5120;OCAÑA;Ocaña;SANTANDERES;Norte de Santander;CARRERA 12 No. 11-02;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5136;MUTISCUA;Mutiscua;SANTANDERES;Norte de Santander;Calle 8 No.2-46/48 Barrio San José;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6062;LANDAZURI;Landázuri;SANTANDERES;Santander;Carrera 5A No 6-56;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3902;AGRADO;Agrado;SUR;Huila;Carrera 4 No 5-16 Parque Central.;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
3935;IQUIRA;Iquira;SUR;Huila;Carrera 7 No. 3 - 26 Barrio el Centro;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6608;MARIQUITA;Mariquita;SUR;Tolima;Calle 4 No. 2-120 Carrera 3 No. 4-18;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4830;TAMBO;;;;;;;;;;;;;;
1350;AMAGA;Amagá;ANTIOQUIA;Antioquia;CALLE 50 N° 51 – 15;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1366;PUERTO TRIUNFO;Puerto Triunfo;ANTIOQUIA;Antioquia;Cra.11 NO.10-17;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1420;FRONTINO;Frontino;ANTIOQUIA;Antioquia;Cra.32 No.28-61;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1422;GOMEZ PLATA;Gómez Plata;ANTIOQUIA;Antioquia;Calle 50 No.49-13;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1471;ALEJANDRIA;Alejandría;ANTIOQUIA;Antioquia;Calle 20 No.19-34/36;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2745;LORICA;Lorica;ANTIOQUIA;Córdoba;Calle 1 No.6-16;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3134;GACHALA;Gachala;BOGOTA;Cundinamarca;Carrera 4 No. 6-32/36;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
3144;LA PEÑA;La Peña;BOGOTA;Cundinamarca;Carrera 2 No. 7 - 53;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
3156;SAN BERNARDO;San Bernardo;BOGOTA;Cundinamarca;Carrera 4 No. 6-02 Palacio Municipal primer Piso;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
7350;PUERTO RONDON;Puerto Rondón;BOGOTA;Arauca;CALLE 1 No. 3-56;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3164;PUERTO SALGAR;Puerto Salgar;CAFETERA;Cundinamarca;Calle 11 No.12-17 Calle 12 No. 11-17;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6901;ALCALA;Alcalá;CAFETERA;Valle del Cauca;Calle 5 No.9-27;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6950;SEVILLA;Sevilla;CAFETERA;Valle del Cauca;Cra. 49 No. 50 - 08;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
1263;SAN JACINTO;San Jacinto;COSTA;Bolívar;Carrera 41 No. 20-35;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6382;TOLUVIEJO;Tolú Viejo;COSTA;Sucre;Diagonal 3 No. 4-03/15 (Calle San José);LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2110;CALDONO;Caldono;OCCIDENTE;Cauca;Calle Principal - Barrio Bolivar;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4811;ANCUYA;Ancuyá;OCCIDENTE;Nariño;Calle 2 No.3-59 Palacio Municipal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4845;CHACHAGÜI;Chachagüi;OCCIDENTE;Nariño;Calle 3 N° 4 – 71;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
1512;CHINAVITA;Chinavita;ORIENTE;Boyacá;Calle 4 No. 3 - 32;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
8603;YOPAL;Yopal;ORIENTE;Casanare;Carrera 22 No. 8-64;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2465;RIO DE ORO;Río De Oro;SANTANDERES;Cesar;PARQUE PRINCIPAL;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5118;LABATECA;Labateca;SANTANDERES;Norte de Santander;Palacio Municipal - piso 1;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
3940;YAGUARA;Yaguará;SUR;Huila;CALLE 4 No 3 - 70;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3943;BRUSELAS (Corregimiento de Pitalito - Huila);Pitalito;SUR;Huila;Calle 5 N° 3 - 36;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6622;FALAN;Falan;SUR;Tolima;Calle 6 No.3-60;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
1392;TITIRIBI;Titiribí;ANTIOQUIA;Antioquia;Carrera. 21 No. 19-68 Carrera Santander.;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1396;SAN CARLOS;San Carlos;ANTIOQUIA;Antioquia;Calle 21 No. 19-18/20/24;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1414;CAROLINA;Carolina;ANTIOQUIA;Antioquia;Calle 49 No.50-20;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1474;SANTO DOMINGO;Santo Domingo;ANTIOQUIA;Antioquia;Cra.15 No.12-35;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2754;MOÑITOS;Moñitos;ANTIOQUIA;Córdoba;Carrera 4 No.4-29 Calle Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3174;UBALA;Ubalá;BOGOTA;Cundinamarca;Calle 2 N° 4-03/09;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
3178;VERGARA;Vergara;BOGOTA;Cundinamarca;Calle 2 No. 4 - 34;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
5413;LA DORADA;La Dorada;CAFETERA;Caldas;Calle 13 N° 2-66;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6982;ULLOA;Ulloa;CAFETERA;Valle del Cauca;Carrera 2 No.4-69/71 Plaza Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1250;SANJ_NEPOMUC_COS_1250;San Juan Nepomuceno;COSTA;Bolívar;Calle 10 Nº. 9-55 / Calle 9 No. 10-55 Barrio Centro.;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
